Country Name,Country Code,Year,Ratio
Tajikistan,TJK,2019,61.09338521
Tanzania,TZA,2019,91.67380993
Thailand,THA,2019,78.02874743
Timor-Leste,TLS,2019,84.78726959
Togo,TGO,2019,92.93620279
Tonga,TON,2019,64.04430132
Trinidad and Tobago,TTO,2019,72.25604576
Tunisia,TUN,2019,39.25497057
Turkiye,TUR,2019,47.73366372
Turkmenistan,TKM,2019,104.317671
Uganda,UGA,2019,91.41322242
Ukraine,UKR,2019,76.00148253
United Arab Emirates,ARE,2019,59.32366096
United Kingdom,GBR,2019,86.03102569
United States,USA,2019,82.63175484
Uruguay,URY,2019,78.23128305
Uzbekistan,UZB,2019,54.00193521
Vanuatu,VUT,2019,85.32747086
"Venezuela, RB",VEN,2019,61.75742214
Viet Nam,VNM,2019,87.11504727
Virgin Islands (U.S.),VIR,2019,85.13730401
West Bank and Gaza,PSE,2019,25.83950635
"Yemen, Rep.",YEM,2019,8.42567635
Zambia,ZMB,2019,77.64513248
Zimbabwe,ZWE,2019,84.43279473
Afghanistan,AFG,2020,24.67865169
Albania,ALB,2020,77.56052712
Algeria,DZA,2020,21.24885387
Angola,AGO,2020,94.67347018
Argentina,ARG,2020,70.51346227
Armenia,ARM,2020,84.94319016
Australia,AUS,2020,85.81100342
Austria,AUT,2020,83.99087452
Azerbaijan,AZE,2020,91.54533045
"Bahamas, The",BHS,2020,84.0372255
Bahrain,BHR,2020,49.04766406
Bangladesh,BGD,2020,50.11223693
Barbados,BRB,2020,89.59663442
Belarus,BLR,2020,81.10237324
Belgium,BEL,2020,83.45767944
Belize,BLZ,2020,66.28903226
Benin,BEN,2020,97.04301783
Bhutan,BTN,2020,87.60863822
Bolivia,BOL,2020,81.83939311
Bosnia and Herzegovina,BIH,2020,62.81439294
Botswana,BWA,2020,84.3038088
Brazil,BRA,2020,70.79787907
Brunei Darussalam,BRN,2020,75.50167456
Bulgaria,BGR,2020,78.64958846
Burkina Faso,BFA,2020,77.26344686
Burundi,BDI,2020,100.0292863
Cabo Verde,CPV,2020,78.18152324
Cambodia,KHM,2020,87.76983332
Cameroon,CMR,2020,78.42061153
Canada,CAN,2020,86.14766347
Central African Republic,CAF,2020,79.60470059
Chad,TCD,2020,67.84836934
Channel Islands,CHI,2020,78.99547609
Chile,CHL,2020,67.30652448
China,CHN,2020,83.29810901
Colombia,COL,2020,67.02600622
Comoros,COM,2020,67.78878227
"Congo, Dem. Rep.",COD,2020,90.3121862
"Congo, Rep.",COG,2020,95.4188214
Costa Rica,CRI,2020,66.56994648
Cote d'Ivoire,CIV,2020,77.5841519
Croatia,HRV,2020,76.42318333
Cuba,CUB,2020,64.20607275
Cyprus,CYP,2020,81.60473183
Czechia,CZE,2020,75.89629389
Denmark,DNK,2020,86.99640585
Djibouti,DJI,2020,40.17881091
Dominican Republic,DOM,2020,64.3572689
Ecuador,ECU,2020,66.93265862
"Egypt, Arab Rep.",EGY,2020,21.33635169
El Salvador,SLV,2020,59.95854636
Equatorial Guinea,GNQ,2020,79.85076976
Eritrea,ERI,2020,85.93780089
Estonia,EST,2020,81.84188285
Eswatini,SWZ,2020,87.51916173
Ethiopia,ETH,2020,74.37906527
Fiji,FJI,2020,50.18583441
Finland,FIN,2020,88.05317502
France,FRA,2020,85.00339674
French Polynesia,PYF,2020,79.00021576
Gabon,GAB,2020,69.37247107
"Gambia, The",GMB,2020,88.63940755
Georgia,GEO,2020,75.30076111
Germany,DEU,2020,83.44259565
Ghana,GHA,2020,93.19689189
Greece,GRC,2020,73.64927766
Guam,GUM,2020,82.2449102
Guatemala,GTM,2020,46.48766142
Guinea,GIN,2020,65.76267991
Guinea-Bissau,GNB,2020,81.3148638
Guyana,GUY,2020,64.34335316
Haiti,HTI,2020,88.7475425
Honduras,HND,2020,65.12188442
"Hong Kong SAR, China",HKG,2020,81.98492386
Hungary,HUN,2020,77.35170129
Iceland,ISL,2020,89.38494879
India,IND,2020,34.34663707
Indonesia,IDN,2020,65.14025443
"Iran, Islamic Rep.",IRN,2020,20.12259503
Iraq,IRQ,2020,15.71005704
Ireland,IRL,2020,81.74825902
Israel,ISR,2020,87.92628774
Italy,ITA,2020,68.62700825
Jamaica,JAM,2020,79.6037715
Japan,JPN,2020,74.40576298
Jordan,JOR,2020,23.83825519
Kazakhstan,KAZ,2020,87.07152673
Kenya,KEN,2020,86.15341934
"Korea, Dem. People's Rep.",PRK,2020,89.33065157
"Korea, Rep.",KOR,2020,74.31436443
Kuwait,KWT,2020,56.16696906
Kyrgyz Republic,KGZ,2020,68.86798573
Lao PDR,LAO,2020,87.41146121
Latvia,LVA,2020,81.5133778
Lebanon,LBN,2020,41.40348729
Lesotho,LSO,2020,72.88510101
Liberia,LBR,2020,88.19326848
Libya,LBY,2020,52.84448866
Lithuania,LTU,2020,83.29533739
Luxembourg,LUX,2020,87.04185019
"Macao SAR, China",MAC,2020,85.35874108
Madagascar,MDG,2020,94.2274535
Malawi,MWI,2020,85.45166574
Malaysia,MYS,2020,65.82631977
Maldives,MDV,2020,53.36432753
Mali,MLI,2020,62.53937275
Malta,MLT,2020,73.68762609
Mauritania,MRT,2020,45.81107997
Mauritius,MUS,2020,63.46541303
Mexico,MEX,2020,57.52910666
Moldova,MDA,2020,95.05102539
Mongolia,MNG,2020,78.19254284
Montenegro,MNE,2020,74.48018696
Morocco,MAR,2020,30.34775606
Mozambique,MOZ,2020,97.97407525
Myanmar,MMR,2020,58.87091467
Namibia,NAM,2020,87.9472022
Nepal,NPL,2020,51.08985181
Netherlands,NLD,2020,86.51756293
New Caledonia,NCL,2020,85.88691511
New Zealand,NZL,2020,86.03479001
Nicaragua,NIC,2020,58.75198825
Niger,NER,2020,71.20960076
Nigeria,NGA,2020,89.85036011
North Macedonia,MKD,2020,66.33337031
Norway,NOR,2020,91.22566977
Oman,OMN,2020,34.16906718
Pakistan,PAK,2020,29.77600102
Panama,PAN,2020,72.61444188
Papua New Guinea,PNG,2020,95.48028039
Paraguay,PRY,2020,68.63296555
Peru,PER,2020,76.56839547
Philippines,PHL,2020,63.62904428
Poland,POL,2020,74.01249603
Portugal,PRT,2020,84.83590194
Puerto Rico,PRI,2020,65.5683326
Qatar,QAT,2020,62.01249596
Romania,ROU,2020,68.98157848
Russian Federation,RUS,2020,78.59443294
Rwanda,RWA,2020,81.79967368
Samoa,WSM,2020,58.94914349
Sao Tome and Principe,STP,2020,95.89041096
Saudi Arabia,SAU,2020,36.25702056
Senegal,SEN,2020,58.07085686
Serbia,SRB,2020,75.12002213
Sierra Leone,SLE,2020,91.96037821
Singapore,SGP,2020,82.06682889
Slovak Republic,SVK,2020,77.89893217
Slovenia,SVN,2020,84.93538481
Solomon Islands,SLB,2020,95.54214888
Somalia,SOM,2020,44.67825752
South Africa,ZAF,2020,79.45713027
South Sudan,SSD,2020,93.843957
Spain,ESP,2020,81.91030755
Sri Lanka,LKA,2020,44.50488439
St. Lucia,LCA,2020,84.65234402
St. Vincent and the Grenadines,VCT,2020,73.06410588
Sudan,SDN,2020,27.50076427
Suriname,SUR,2020,68.55799028
Sweden,SWE,2020,89.4700335
Switzerland,CHE,2020,85.23876271
Syrian Arab Republic,SYR,2020,21.3008208
Tajikistan,TJK,2020,61.09398016
Tanzania,TZA,2020,89.56701954
Thailand,THA,2020,78.33381928
Timor-Leste,TLS,2020,84.78578247
Togo,TGO,2020,92.93720278
Tonga,TON,2020,64.15295551
Trinidad and Tobago,TTO,2020,72.22661512
Tunisia,TUN,2020,40.06053894
Turkiye,TUR,2020,45.30225997
Turkmenistan,TKM,2020,104.0459255
Uganda,UGA,2020,90.24935366
Ukraine,UKR,2020,75.88546186
United Arab Emirates,ARE,2020,65.4590459
United Kingdom,GBR,2020,86.85266093
United States,USA,2020,82.65178942
Uruguay,URY,2020,79.17667089
Uzbekistan,UZB,2020,54.2712382
Vanuatu,VUT,2020,85.32769218
"Venezuela, RB",VEN,2020,61.62794295
Viet Nam,VNM,2020,86.3417682
Virgin Islands (U.S.),VIR,2020,85.13705228
West Bank and Gaza,PSE,2020,24.74771817
"Yemen, Rep.",YEM,2020,8.418072471
Zambia,ZMB,2020,80.52274813
Zimbabwe,ZWE,2020,83.77195451
Afghanistan,AFG,2021,21.79586256
Albania,ALB,2021,78.42180037
Algeria,DZA,2021,21.36364338
Angola,AGO,2021,95.60348138
Argentina,ARG,2021,70.95262296
Armenia,ARM,2021,84.31429274
Australia,AUS,2021,86.53400746
Austria,AUT,2021,83.65450011
Azerbaijan,AZE,2021,91.98507992
"Bahamas, The",BHS,2021,84.53485325
Bahrain,BHR,2021,49.29577465
Bangladesh,BGD,2021,52.03519811
Barbados,BRB,2021,89.87883636
Belarus,BLR,2021,81.49600214
Belgium,BEL,2021,83.77227219
Belize,BLZ,2021,64.22680002
Benin,BEN,2021,96.88204358
Bhutan,BTN,2021,89.32779124
Bolivia,BOL,2021,84.03562094
Bosnia and Herzegovina,BIH,2021,63.40018156
Botswana,BWA,2021,85.30348201
Brazil,BRA,2021,71.97794662
Brunei Darussalam,BRN,2021,76.32121465
Bulgaria,BGR,2021,78.94177509
Burkina Faso,BFA,2021,77.08366647
Burundi,BDI,2021,103.4797593
Cabo Verde,CPV,2021,78.81709854
Cambodia,KHM,2021,85.91225903
Cameroon,CMR,2021,77.45519665
Canada,CAN,2021,86.79129153
Central African Republic,CAF,2021,79.94584263
Chad,TCD,2021,68.15662991
Channel Islands,CHI,2021,79.30833346
Chile,CHL,2021,67.72762963
China,CHN,2021,83.90268654
Colombia,COL,2021,66.64904113
Comoros,COM,2021,69.30741643
"Congo, Dem. Rep.",COD,2021,89.9032151
"Congo, Rep.",COG,2021,95.93988466
Costa Rica,CRI,2021,68.14636991
Cote d'Ivoire,CIV,2021,78.3586103
Croatia,HRV,2021,77.73674806
Cuba,CUB,2021,63.86884935
Cyprus,CYP,2021,81.14547412
Czechia,CZE,2021,76.16226677
Denmark,DNK,2021,86.48038386
Djibouti,DJI,2021,40.67853319
Dominican Republic,DOM,2021,67.50889162
Ecuador,ECU,2021,68.59561908
"Egypt, Arab Rep.",EGY,2021,22.20070347
El Salvador,SLV,2021,59.90831644
Equatorial Guinea,GNQ,2021,80.30922366
Eritrea,ERI,2021,86.15736363
Estonia,EST,2021,83.28576371
Eswatini,SWZ,2021,88.45989263
Ethiopia,ETH,2021,72.73290199
Fiji,FJI,2021,50.34827178
Finland,FIN,2021,87.73137981
France,FRA,2021,86.20027068
French Polynesia,PYF,2021,79.19987993
Gabon,GAB,2021,69.84659131
"Gambia, The",GMB,2021,89.10597402
Georgia,GEO,2021,75.47307029
Germany,DEU,2021,83.38739012
Ghana,GHA,2021,94.42321109
Greece,GRC,2021,74.58877892
Guam,GUM,2021,82.69204927
Guatemala,GTM,2021,47.83865691
Guinea,GIN,2021,65.72854416
Guinea-Bissau,GNB,2021,81.51658082
Guyana,GUY,2021,64.25722752
Haiti,HTI,2021,89.45658296
Honduras,HND,2021,65.68635233
"Hong Kong SAR, China",HKG,2021,82.60114096
Hungary,HUN,2021,78.18703659
Iceland,ISL,2021,89.24971282
India,IND,2021,36.49623506
Indonesia,IDN,2021,65.29765115
"Iran, Islamic Rep.",IRN,2021,19.18374527
Iraq,IRQ,2021,15.77804793
Ireland,IRL,2021,83.42687736
Israel,ISR,2021,89.00153564
Italy,ITA,2021,69.29598999
Jamaica,JAM,2021,79.72884411
Japan,JPN,2021,75.08874826
Jordan,JOR,2021,22.75008146
Kazakhstan,KAZ,2021,87.28098637
Kenya,KEN,2021,86.58671383
"Korea, Dem. People's Rep.",PRK,2021,89.70173199
"Korea, Rep.",KOR,2021,74.97833804
Kuwait,KWT,2021,56.21980748
Kyrgyz Republic,KGZ,2021,67.28376095
Lao PDR,LAO,2021,87.68640383
Latvia,LVA,2021,80.56489276
Lebanon,LBN,2021,41.95404043
Lesotho,LSO,2021,73.10881298
Liberia,LBR,2021,88.46514497
Libya,LBY,2021,52.9389636
Lithuania,LTU,2021,84.32153566
Luxembourg,LUX,2021,86.26149673
"Macao SAR, China",MAC,2021,85.71675256
Madagascar,MDG,2021,94.53074026
Malawi,MWI,2021,89.25338252
Malaysia,MYS,2021,65.52797011
Maldives,MDV,2021,53.58215358
Mali,MLI,2021,72.69672007
Malta,MLT,2021,74.58812341
Mauritania,MRT,2021,46.2024423
Mauritius,MUS,2021,63.08063945
Mexico,MEX,2021,58.18867137
Moldova,MDA,2021,94.49971917
Mongolia,MNG,2021,76.32040452
Montenegro,MNE,2021,74.60700459
Morocco,MAR,2021,29.68716382
Mozambique,MOZ,2021,98.36628644
Myanmar,MMR,2021,58.87027368
Namibia,NAM,2021,88.65195564
Nepal,NPL,2021,51.03022364
Netherlands,NLD,2021,86.83630028
New Caledonia,NCL,2021,85.37004059
New Zealand,NZL,2021,87.06316446
Nicaragua,NIC,2021,59.38498403
Niger,NER,2021,71.56382321
Nigeria,NGA,2021,89.91810355
North Macedonia,MKD,2021,64.84790875
Norway,NOR,2021,88.97851402
Oman,OMN,2021,34.64301698
Pakistan,PAK,2021,30.4094954
Panama,PAN,2021,63.55860599
Papua New Guinea,PNG,2021,95.97145093
Paraguay,PRY,2021,71.18559399
Peru,PER,2021,81.88327104
Philippines,PHL,2021,64.06231884
Poland,POL,2021,75.80113313
Portugal,PRT,2021,86.33457947
Puerto Rico,PRI,2021,65.85330489
Qatar,QAT,2021,63.98132795
Romania,ROU,2021,67.86638102
Russian Federation,RUS,2021,78.55637513
Rwanda,RWA,2021,81.70784771
Samoa,WSM,2021,58.23685627
Sao Tome and Principe,STP,2021,96.79552391
Saudi Arabia,SAU,2021,42.79086635
Senegal,SEN,2021,58.61551449
Serbia,SRB,2021,76.20977685
Sierra Leone,SLE,2021,92.40708792
Singapore,SGP,2021,84.14857203
Slovak Republic,SVK,2021,82.5624282
Slovenia,SVN,2021,84.47537642
Solomon Islands,SLB,2021,95.99957742
Somalia,SOM,2021,44.78119519
South Africa,ZAF,2021,79.4765421
South Sudan,SSD,2021,94.19279907
Spain,ESP,2021,83.50786592
Sri Lanka,LKA,2021,44.66574471
St. Lucia,LCA,2021,85.28746998
St. Vincent and the Grenadines,VCT,2021,73.71593007
Sudan,SDN,2021,25.54026867
Suriname,SUR,2021,69.10463626
Sweden,SWE,2021,89.81264464
Switzerland,CHE,2021,85.67579827
Syrian Arab Republic,SYR,2021,21.28127841
Tajikistan,TJK,2021,61.79558227
Tanzania,TZA,2021,92.26113223
Thailand,THA,2021,78.64347318
Timor-Leste,TLS,2021,84.92317677
Togo,TGO,2021,93.22136075
Tonga,TON,2021,64.66777688
Trinidad and Tobago,TTO,2021,73.2730707
Tunisia,TUN,2021,41.20669451
Turkiye,TUR,2021,46.7098981
Turkmenistan,TKM,2021,104.8236378
Uganda,UGA,2021,88.77006621
Ukraine,UKR,2021,75.98121916
United Arab Emirates,ARE,2021,55.92356123
United Kingdom,GBR,2021,87.75114984
United States,USA,2021,82.59029974
Uruguay,URY,2021,79.66474892
Uzbekistan,UZB,2021,54.41081512
Vanuatu,VUT,2021,87.31036714
"Venezuela, RB",VEN,2021,62.01434179
Viet Nam,VNM,2021,87.77279256
Virgin Islands (U.S.),VIR,2021,85.53264901
West Bank and Gaza,PSE,2021,24.98753828
"Yemen, Rep.",YEM,2021,8.44632626
Zambia,ZMB,2021,81.62339033
Zimbabwe,ZWE,2021,83.83205979
Afghanistan,AFG,2022,7.346386614
Albania,ALB,2022,78.22524894
Algeria,DZA,2022,20.84337884
Angola,AGO,2022,93.61759288
Argentina,ARG,2022,72.59037409
Armenia,ARM,2022,82.66521265
Australia,AUS,2022,87.48157403
Austria,AUT,2022,83.96230682
Azerbaijan,AZE,2022,92.04198359
"Bahamas, The",BHS,2022,84.56506771
Bahrain,BHR,2022,49.84934483
Bangladesh,BGD,2022,53.67876539
Barbados,BRB,2022,88.62620473
Belarus,BLR,2022,81.07668811
Belgium,BEL,2022,84.33322657
Belize,BLZ,2022,64.91594681
Benin,BEN,2022,96.04511006
Bhutan,BTN,2022,72.81867096
Bolivia,BOL,2022,84.49565822
Bosnia and Herzegovina,BIH,2022,63.70173235
Botswana,BWA,2022,86.40197223
Brazil,BRA,2022,73.11524365
Brunei Darussalam,BRN,2022,73.45735586
Bulgaria,BGR,2022,80.12434151
Burkina Faso,BFA,2022,76.76371676
Burundi,BDI,2022,103.11321
Cabo Verde,CPV,2022,77.8323833
Cambodia,KHM,2022,85.52573793
Cameroon,CMR,2022,76.84170912
Canada,CAN,2022,87.78092513
Central African Republic,CAF,2022,79.49535578
Chad,TCD,2022,67.17277487
Channel Islands,CHI,2022,79.44033302
Chile,CHL,2022,70.97598002
China,CHN,2022,83.66602875
Colombia,COL,2022,67.0608375
Comoros,COM,2022,68.72277575
"Congo, Dem. Rep.",COD,2022,90.47992221
"Congo, Rep.",COG,2022,95.13742375
Costa Rica,CRI,2022,68.74521492
Cote d'Ivoire,CIV,2022,78.93059869
Croatia,HRV,2022,79.5328576
Cuba,CUB,2022,61.22520067
Cyprus,CYP,2022,82.74515104
Czechia,CZE,2022,76.89961544
Denmark,DNK,2022,88.15970629
Djibouti,DJI,2022,40.47577477
Dominican Republic,DOM,2022,66.120011
Ecuador,ECU,2022,69.62757435
"Egypt, Arab Rep.",EGY,2022,21.67719718
El Salvador,SLV,2022,60.18541522
Equatorial Guinea,GNQ,2022,79.59795845
Eritrea,ERI,2022,85.86585019
Estonia,EST,2022,84.95147688
Eswatini,SWZ,2022,88.80922755
Ethiopia,ETH,2022,72.95393986
Fiji,FJI,2022,50.25982991
Finland,FIN,2022,89.9166261
France,FRA,2022,86.19451968
French Polynesia,PYF,2022,78.29234447
Gabon,GAB,2022,69.34869706
"Gambia, The",GMB,2022,89.60915157
Georgia,GEO,2022,75.42156432
Germany,DEU,2022,83.63797746
Ghana,GHA,2022,94.99216325
Greece,GRC,2022,74.18239519
Guam,GUM,2022,82.2406881
Guatemala,GTM,2022,50.16037748
Guinea,GIN,2022,66.41555822
Guinea-Bissau,GNB,2022,81.25747209
Guyana,GUY,2022,66.38140604
Haiti,HTI,2022,85.91233522
Honduras,HND,2022,61.21108183
"Hong Kong SAR, China",HKG,2022,82.24406811
Hungary,HUN,2022,78.71867451
Iceland,ISL,2022,90.2602801
India,IND,2022,38.61945187
Indonesia,IDN,2022,64.45449975
"Iran, Islamic Rep.",IRN,2022,20.03093351
Iraq,IRQ,2022,15.2643129
Ireland,IRL,2022,84.58726078
Israel,ISR,2022,89.21933628
Italy,ITA,2022,69.74626455
Jamaica,JAM,2022,81.34833565
Japan,JPN,2022,75.9109255
Jordan,JOR,2022,22.71718556
Kazakhstan,KAZ,2022,86.810794
Kenya,KEN,2022,86.77599878
"Korea, Dem. People's Rep.",PRK,2022,89.56015449
"Korea, Rep.",KOR,2022,75.73839082
Kuwait,KWT,2022,56.37066947
Kyrgyz Republic,KGZ,2022,67.34680897
Lao PDR,LAO,2022,86.87324821
Latvia,LVA,2022,81.62334499
Lebanon,LBN,2022,41.75116325
Lesotho,LSO,2022,72.20221912
Liberia,LBR,2022,88.2020202
Libya,LBY,2022,52.39955445
Lithuania,LTU,2022,85.08782219
Luxembourg,LUX,2022,87.88528255
"Macao SAR, China",MAC,2022,86.24112704
Madagascar,MDG,2022,94.21530036
Malawi,MWI,2022,88.88329065
Malaysia,MYS,2022,65.90380833
Maldives,MDV,2022,53.51374773
Mali,MLI,2022,72.20736909
Malta,MLT,2022,77.79351545
Mauritania,MRT,2022,45.73574516
Mauritius,MUS,2022,62.16071454
Mexico,MEX,2022,59.50280674
Moldova,MDA,2022,97.01008841
Mongolia,MNG,2022,77.41963273
Montenegro,MNE,2022,74.40337758
Morocco,MAR,2022,28.44816316
Mozambique,MOZ,2022,97.60157732
Myanmar,MMR,2022,58.91354905
Namibia,NAM,2022,87.69496303
Nepal,NPL,2022,51.25931446
Netherlands,NLD,2022,86.86271509
New Caledonia,NCL,2022,83.70660427
New Zealand,NZL,2022,87.76495167
Nicaragua,NIC,2022,60.37147175
Niger,NER,2022,71.31173697
Nigeria,NGA,2022,89.9645092
North Macedonia,MKD,2022,65.45595533
Norway,NOR,2022,88.15926949
Oman,OMN,2022,35.0512043
Pakistan,PAK,2022,30.14868357
Panama,PAN,2022,64.5819398
Papua New Guinea,PNG,2022,95.08119778
Paraguay,PRY,2022,71.69196738
Peru,PER,2022,80.95827418
Philippines,PHL,2022,69.26037943
Poland,POL,2022,76.83540312
Portugal,PRT,2022,86.60847043
Puerto Rico,PRI,2022,65.28874531
Qatar,QAT,2022,66.6282179
Romania,ROU,2022,68.67492881
Russian Federation,RUS,2022,79.0960452
Rwanda,RWA,2022,82.69579679
Samoa,WSM,2022,55.11420938
Sao Tome and Principe,STP,2022,96.11586024
Saudi Arabia,SAU,2022,42.32640699
Senegal,SEN,2022,58.42587058
Serbia,SRB,2022,77.1128801
Sierra Leone,SLE,2022,91.72462866
Singapore,SGP,2022,82.68960351
Slovak Republic,SVK,2022,83.13603726
Slovenia,SVN,2022,83.88216794
Solomon Islands,SLB,2022,95.43590575
Somalia,SOM,2022,44.4774725
South Africa,ZAF,2022,80.07840174
South Sudan,SSD,2022,93.59495463
Spain,ESP,2022,83.1901122
Sri Lanka,LKA,2022,45.39369739
St. Lucia,LCA,2022,82.63242545
St. Vincent and the Grenadines,VCT,2022,73.41153989
Sudan,SDN,2022,23.44038929
Suriname,SUR,2022,69.58774181
Sweden,SWE,2022,89.67552919
Switzerland,CHE,2022,85.50234977
Syrian Arab Republic,SYR,2022,21.30041648
Tajikistan,TJK,2022,61.56689559
Tanzania,TZA,2022,91.77434677
Thailand,THA,2022,79.0992857
Timor-Leste,TLS,2022,84.83674829
Togo,TGO,2022,93.1521197
Tonga,TON,2022,64.35418036
Trinidad and Tobago,TTO,2022,74.68235364
Tunisia,TUN,2022,41.56634695
Turkiye,TUR,2022,49.09845489
Turkmenistan,TKM,2022,104.1553614
Uganda,UGA,2022,89.28084308
United Arab Emirates,ARE,2022,59.42231879
United Kingdom,GBR,2022,87.01087202
United States,USA,2022,82.94473805
Uruguay,URY,2022,77.96814368
Uzbekistan,UZB,2022,54.44247398
Vanuatu,VUT,2022,85.11855963
"Venezuela, RB",VEN,2022,54.82409498
Viet Nam,VNM,2022,87.96233351
Virgin Islands (U.S.),VIR,2022,85.38926232
West Bank and Gaza,PSE,2022,26.26220595
"Yemen, Rep.",YEM,2022,8.21924595
Zambia,ZMB,2022,82.65510851
Zimbabwe,ZWE,2022,83.35053272
Afghanistan,AFG,2023,7.339854484
Albania,ALB,2023,78.26400329
Algeria,DZA,2023,21.06235841
Angola,AGO,2023,93.40272463
Argentina,ARG,2023,73.60864005
Armenia,ARM,2023,82.98043342
Australia,AUS,2023,87.44182134
Austria,AUT,2023,84.39739906
Azerbaijan,AZE,2023,91.87543336
"Bahamas, The",BHS,2023,85.25237298
Bahrain,BHR,2023,50.08251017
Bangladesh,BGD,2023,53.90088413
Barbados,BRB,2023,89.76678909
Belarus,BLR,2023,81.05798432
Belgium,BEL,2023,84.2294755
Belize,BLZ,2023,65.6477749
Benin,BEN,2023,96.32404498
Bhutan,BTN,2023,78.47401247
Bolivia,BOL,2023,84.73140325
Bosnia and Herzegovina,BIH,2023,65.20907216
Botswana,BWA,2023,86.65345994
Brazil,BRA,2023,72.76793041
Brunei Darussalam,BRN,2023,73.23537058
Bulgaria,BGR,2023,80.82434722
Burkina Faso,BFA,2023,76.83891256
Burundi,BDI,2023,103.2134256
Cabo Verde,CPV,2023,78.26485152
Cambodia,KHM,2023,85.56460193
Cameroon,CMR,2023,76.92866854
Canada,CAN,2023,87.71899617
Central African Republic,CAF,2023,79.44043626
Chad,TCD,2023,67.30328073
Channel Islands,CHI,2023,78.72119028
Chile,CHL,2023,72.88244947
China,CHN,2023,83.73093469
Colombia,COL,2023,68.05553733
Comoros,COM,2023,68.90470608
"Congo, Dem. Rep.",COD,2023,90.8519604
"Congo, Rep.",COG,2023,95.18896892
Costa Rica,CRI,2023,62.91185662
Cote d'Ivoire,CIV,2023,79.2439622
Croatia,HRV,2023,81.47661678
Cuba,CUB,2023,60.70880382
Cyprus,CYP,2023,85.24820566
Czechia,CZE,2023,78.36859073
Denmark,DNK,2023,88.23390571
Djibouti,DJI,2023,40.65194669
Dominican Republic,DOM,2023,68.66405872
Ecuador,ECU,2023,68.46159862
"Egypt, Arab Rep.",EGY,2023,21.80294696
El Salvador,SLV,2023,60.8435779
Equatorial Guinea,GNQ,2023,79.23481745
Eritrea,ERI,2023,85.85373375
Estonia,EST,2023,86.24201842
Eswatini,SWZ,2023,89.65723873
Ethiopia,ETH,2023,73.22545241
Fiji,FJI,2023,50.27814328
Finland,FIN,2023,91.01833381
France,FRA,2023,86.66845045
French Polynesia,PYF,2023,78.2089401
Gabon,GAB,2023,69.3957729
"Gambia, The",GMB,2023,90.62537559
Georgia,GEO,2023,75.59923627
Germany,DEU,2023,83.87096774
Ghana,GHA,2023,95.03712928
Greece,GRC,2023,74.97482546
Guam,GUM,2023,82.21742995
Guatemala,GTM,2023,50.03033117
Guinea,GIN,2023,66.69941372
Guinea-Bissau,GNB,2023,81.3377493
Guyana,GUY,2023,66.99504934
Haiti,HTI,2023,85.09482027
Honduras,HND,2023,52.85278485
"Hong Kong SAR, China",HKG,2023,82.35700817
Hungary,HUN,2023,79.44793861
Iceland,ISL,2023,89.15241353
India,IND,2023,40.69423641
Indonesia,IDN,2023,64.50405107
"Iran, Islamic Rep.",IRN,2023,20.35309444
Iraq,IRQ,2023,15.07487521
Ireland,IRL,2023,85.08633777
Israel,ISR,2023,90.69371709
Italy,ITA,2023,70.24109086
Jamaica,JAM,2023,81.72939463
Japan,JPN,2023,76.75095507
Jordan,JOR,2023,22.85994123
Kazakhstan,KAZ,2023,86.97287485
Kenya,KEN,2023,87.15207013
"Korea, Dem. People's Rep.",PRK,2023,89.56459573
"Korea, Rep.",KOR,2023,77.20859741
Kuwait,KWT,2023,55.15672796
Kyrgyz Republic,KGZ,2023,67.52083466
Lao PDR,LAO,2023,86.91803232
Latvia,LVA,2023,81.75577928
Lebanon,LBN,2023,41.76385835
Lesotho,LSO,2023,72.30420312
Liberia,LBR,2023,88.25149657
Libya,LBY,2023,52.16782336
Lithuania,LTU,2023,84.39444501
Luxembourg,LUX,2023,86.94059902
"Macao SAR, China",MAC,2023,79.64837871
Madagascar,MDG,2023,94.25202064
Malawi,MWI,2023,88.85809468
Malaysia,MYS,2023,65.83563113
Maldives,MDV,2023,53.70531248
Mali,MLI,2023,72.25660246
Malta,MLT,2023,76.85194239
Mauritania,MRT,2023,45.86500403
Mauritius,MUS,2023,62.34768777
Mexico,MEX,2023,61.01482914
Moldova,MDA,2023,97.69856352
Mongolia,MNG,2023,77.72041763
Montenegro,MNE,2023,74.66884446
Morocco,MAR,2023,28.69393044
Mozambique,MOZ,2023,97.97078939
Myanmar,MMR,2023,58.83170473
Namibia,NAM,2023,87.51579479
Nepal,NPL,2023,51.23275445
Netherlands,NLD,2023,87.01849957
New Caledonia,NCL,2023,83.73538363
New Zealand,NZL,2023,87.81306989
Nicaragua,NIC,2023,61.05952497
Niger,NER,2023,71.26778509
Nigeria,NGA,2023,95.60719232
North Macedonia,MKD,2023,65.34616404
Norway,NOR,2023,89.9957745
Oman,OMN,2023,35.1413389
Pakistan,PAK,2023,30.13789066
Panama,PAN,2023,67.72833603
Papua New Guinea,PNG,2023,95.10976732
Paraguay,PRY,2023,71.40142575
Peru,PER,2023,80.8655244
Philippines,PHL,2023,69.3281764
Poland,POL,2023,77.99548872
Portugal,PRT,2023,86.96843906
Puerto Rico,PRI,2023,64.67884432
Qatar,QAT,2023,66.16910219
Romania,ROU,2023,67.63375248
Russian Federation,RUS,2023,79.42645006
Rwanda,RWA,2023,83.16831683
